char	Radical	Four Corner Code	Cangjie input code	Cangjie input code (Chinese)	Hanyu Da Zidian	Kang Xi	Remembering the Traditional Hanzi	RTH keyword	Remembering the Simplified Hanzi	RSH keyword	~
仏	9 人亻	2223.0	XOI	難人戈	10110.050	0092.050					Buddha
仐	9 人亻		XXOJ	難難人十	10103.061	0092.051					
仑	9 人亻	8071	XXOP	難難人心	10105.040	0092.051					logical reasons: Simplified form of 侖.  Depicts an assembly (亼) of writings (冊).
仒	9 人亻		XOY	難人卜	10105.041	0092.051					kwukyel
仓	9 人亻	8071	OSU	人尸山	10105.060	0092.051			1121	storehouse	granary: Simplified form of 倉.  Depicts grain gathered together (合) behind a door (戶).
仔	9 人亻	2724.7	OND	人弓木	10115.050	0092.060	2001	meticulous	2067	meticulous	small thing: Phonosemantic compound. 亻 represents the meaning and 子 represents the sound.
仕	9 人亻	2421.0	OG	人土	10112.030	0092.070					official: Phonosemantic compound. 亻 represents the meaning and 士 represents the sound.
他	9 人亻	2421.2	OPD	人心木	10115.060	0092.090	752	he	810	he	he: Phonosemantic compound. 亻 represents the meaning and 也 represents the sound.
仗	9 人亻	2520.0	OJK	人十大	10113.020	0092.100	2041	battle	2103	battle	weaponry, war: Phonosemantic compound. 亻 represents the meaning and 丈 represents the sound.
付	9 人亻	2420.0	ODI	人木戈	10112.050	0092.120	766	pay	825	pay	pay: Depicts a hand (寸) giving payment to a person (亻).
仙	9 人亻	2227.0	OU	人山	10114.030	0092.130	2027	immortal	2092	immortal	Taoist super-being: Phonosemantic compound. 亻 represents the meaning and 山 represents the sound. Simplified form of 僊.
仚	9 人亻	8077.0	OU	人山	10111.070	0092.140					to fly
仛	9 人亻		OHP	人竹心	10114.060	0093.010					
仜	9 人亻	2121.0	OM	人一	10112.040	0093.020					
仝	9 人亻	8010.1	OM	人一	10111.020	0093.030					together: Variant of 同. Phonosemantic compound. 人 represents the meaning and 工 represents the sound.
仞	9 人亻	2722.0	OSHI	人尸竹戈	10115.070	0093.040					ancient unit of measure (8 feet)
仟	9 人亻	2224.0	OHJ	人竹十	10114.040	0093.050					one thousand: Phonosemantic compound. 亻 represents the meaning and 千 represents the sound.
仠	9 人亻		OMJ	人一十	10112.020	0093.060					
仡	9 人亻	2821.7	OON	人人弓	10114.050	0093.070					strong
仢	9 人亻		OPI	人心戈	10114.120	0093.100					
代	9 人亻	2324.0	OIP	人戈心	10113.050	0093.110	769	substitute for	828	substitute for	replace: Phonosemantic compound. 亻 represents the meaning and 弋 represents the sound.
令	9 人亻	8030.7	OINI	人戈弓戈	10111.100	0093.120	1050	orders	1115	orders	command: Depicts a person (卩) receiving commands from a mouth (口) above them.
以	9 人亻	2810.0	VIO	女戈人	10105.070	0094.010	796	by means of	861	by means of	by means of: Depicts a person (人) carrying something.
仦	9 人亻		XXXOF	難難難人火	10114.010	0094.051					
仧	9 人亻		YMO	卜一人	10111.040	0094.051					
仨	9 人亻	2121.1	OMMM	人一一一	10112.010	0094.051					(coll.) three (cannot be followed by a measure word)
仩	9 人亻	2121.0	OYM	人卜一	10113.051	0094.051					
仪	9 人亻	2420	OIK	人戈大	10114.080	0094.051			2550	rite	ceremony
仫	9 人亻	2223	OHI	人竹戈	10114.100	0094.051					tribe
们	9 人亻	2722	OLS	人中尸	10115.040	0094.051			1263	(plural)	[plural]: Phonosemantic compound. 亻 represents the meaning and 门 represents the sound.
仭	9 人亻	2722.0 2725.0	XXOSK	難難人尸大	10115.071	0094.051					
仮	9 人亻	2124.7	OHE	人竹水	10124.050	0094.060					falsehood
仯	9 人亻		OFH	人火竹	10121.060	0094.070					
仰	9 人亻	2722.0	OHVL	人竹女中	10125.030	0094.080	1255	look up to	1301	look up to	raise the head to look: To exalt 卬 a person 亻
仱	9 人亻	2822.7	OOIN	人人戈弓	10124.110	0094.090					
仲	9 人亻	2520.6	OL	人中	10121.070	0094.110	1994	mid-	2058	mid-	middle brother: The middle 中 person 亻; 中 also provides the pronunciation
仳	9 人亻	2121.0	OPP	人心心	10121.010	0094.120					separate
仴	9 人亻	2722.0	OB	人月	10124.150	0094.160					
仵	9 人亻	2824.0	OOJ	人人十	10122.020	0094.170					similar
件	9 人亻	2520.0	OHQ	人竹手	10122.030	0094.180	750	piece	808	piece	piece: Depicts a person (亻) cutting a cow (牛) into pieces.
价	9 人亻	2822.0	OOLL	人人中中	10124.070	0094.200			795	price	price: Phonosemantic compound. 亻 represents the meaning and 介 represents the sound. Simplified form of 價.
仸	9 人亻		OHK	人竹大	10123.020	0094.210					
仹	9 人亻		OQJ	人手十	10122.040	0094.220					
仺	9 人亻		OSM	人尸一	10116.050	0094.230					
任	9 人亻	2221.4	OHG	人竹土	10122.060	0094.240	793	appoint	853	appoint	responsibility: Phonosemantic compound. 亻 represents the meaning and 壬 represents the sound.
仼	9 人亻		XOMG	難人一土	10117.120	0094.250					
份	9 人亻	2822.7	OCSH	人金尸竹	10124.120	0094.260	738	portion	796	portion	portion: Phonosemantic compound. 亻 represents the meaning and 分 represents the sound.
仾	9 人亻		XOMVM	難人一女一	10121.020	0095.010					
仿	9 人亻	2022.7	OYHS	人卜竹尸	10125.060	0095.020	2020	mimic	2086	mimic	imitate: Phonosemantic compound. 亻 represents the meaning and 方 represents the sound. Simplified form of 彷.
伀	9 人亻	2823.2	OCI	人金戈	10124.130	0095.030					excited
企	9 人亻	8010.1	OYLM	人卜中一	10116.060	0095.040	358	look forward to	384	look forward to	plan a project, stand on tiptoe: Depicts a person (人) standing on their feet (止).
伂	9 人亻	2522.7	OJB	人十月	10119.010	0095.070					
伃	9 人亻		ONIN	人弓戈弓	10128.010	0095.080					
伄	9 人亻	2722.7	ONL	人弓中	10127.010	0095.090					
伅	9 人亻	2521.7	OPU	人心山	10120.070	0095.100					
伆	9 人亻		OPHH	人心竹竹	10125.010	0095.110					
伇	9 人亻		OHNE	人竹弓水	10125.040	0095.120					
伈	9 人亻	2320.0	OP	人心	10126.080	0095.130					nervous
伉	9 人亻	2021.7	OYHN	人卜竹弓	10126.010	0095.140					compare
伊	9 人亻	2725.7	OSK	人尸大	10126.090	0095.150	883	Queen Elizabeth	958	Queen Elizabeth	third person pronoun: Phonosemantic compound. 亻 represents the meaning and 尹 represents the sound.
伋	9 人亻	2724.7	ONHE	人弓竹水	10125.050	0095.180					deceptive
伌	9 人亻		OMSU	人一尸山	10120.040	0095.190					
伍	9 人亻	2121.7	OMDM	人一木一	10118.010	0095.200	1990	V	2054	V	five: Five 五 people 亻; 五 also provides the pronunciation
伎	9 人亻	2424.7	OJE	人十水	10119.020	0095.210					talent: A man 亻 who can support 支 someone
伏	9 人亻	2323.4	OIK	人戈大	10119.040	0095.230	2009	bend over	2075	bend over	crouch: Depicts a person (亻) lying down next to a dog (犬). The meaning later shifted to "crouch".
伐	9 人亻	2325.0	OI	人戈	10120.080	0096.010	2012	fell	2079	fell	cut down: Depicts a weapon (戈) slashing a person's (亻) neck. Based on the original meaning "to behead someone". The meaning later shifted to "to attack" and "cut down".
休	9 人亻	2429.0	OD	人木	10117.180	0096.020	753	rest	812	rest	rest: Depicts a person (亻) resting under a tree (木).
伒	9 人亻	2222.1	OHML	人竹一中	10124.040	0096.060					
伓	9 人亻	2129.0	OMF	人一火	10119.030	0096.080					
伔	9 人亻	2721.0	OBHU	人月竹山	10126.070	0096.100					
伕	9 人亻	2523.0	OQO	人手人	10117.140	0096.121					common laborer: A working 夫 man 亻; 夫 also provides the pronunciation
伖	9 人亻		OKE	人大水	10120.030	0096.121					
众	9 人亻	8088	OOO	人人人	10117.070	0096.121			847	multitude	crowd, people: Triple of 人 (person), depicts many people together. Simplified form of 眾.
优	9 人亻	2321.4	OIKU	人戈大山	10120.020	0096.121			821	excellent	superior: Phonosemantic compound. 亻 represents the meaning and 尤 represents the sound. Simplified form of 優.
伙	9 人亻	2928.0	OF	人火	10126.030	0096.121	2007	mate	2072	mate	companion: Phonosemantic compound. 亻 represents the meaning and 火 represents the sound. Simplified form of 夥.
会	9 人亻	8073.1	OMMI	人一一戈	10116.030	0096.121			677	meeting	to gather: Simplified form of 會.  Phonosemantic compound. 合 represents the meaning and 𡆧 represents the sound.
伛	9 人亻	2121	XOSK	難人尸大	10120.010	0096.121					humpback: A person 亻 forced into a box 区
伜	9 人亻	2424.1	OKNJ	人大弓十	10124.170	0096.121					deputy
伝	9 人亻	2123.1	OMMI	人一一戈	10117.160	0096.121					summon
伞	9 人亻	8040	OFJ	人火十	10117.100	0096.121			1598	umbrella	umbrella: Simplified form of 傘.  Pictograph of an umbrella.
伟	9 人亻	2522	OQS	人手尸	10117.150	0096.121			1231	great	great: Phonosemantic compound. 亻 represents the meaning and 韦 represents the sound. Simplified form of 偉.
传	9 人亻		OQNI	人手弓戈	10117.170	0096.121			1239	spread	pass on, transmit: Phonosemantic compound. 亻 represents the meaning and 专 represents the sound. Simplified form of 傳.
伡	9 人亻		OKQ	人大手	10120.041	0096.121					
伢	9 人亻	2724.0	OMVH	人一女竹	10120.060	0096.121					child
伣	9 人亻		XOBHU	難人月竹山	10122.011	0096.121					like
伤	9 人亻	2822	OOKS	人人大尸	10124.010	0096.121			822	wound	wound: Simplified form of 傷.  Phonosemantic compound. 亻 represents the meaning and 昜 represents the sound.
伥	9 人亻	2223	OPO	人心人	10124.020	0096.121					ghost of one devoured by tiger
伦	9 人亻	2821	OOP	人人心	10124.100	0096.121			2083	human relationships	human relationship: Phonosemantic compound. 亻 represents the meaning and 仑 represents the sound. Simplified form of 倫.
伧	9 人亻	2821	OOSU	人人尸山	10124.140	0096.121					vulgar person: A person 亻 from the farm 仓; 仓 also provides the pronunciation
伨	9 人亻		OPIM	人心戈一	10124.160	0096.121					
伪	9 人亻	2422	OIKS	人戈大尸	10126.040	0096.121			797	bogus	false: Phonosemantic compound. 亻 represents the meaning and 为 represents the sound. Simplified form of 偽.
伫	9 人亻	2321	OJM	人十一	10126.050	0096.121					look towards
伬	9 人亻	2623.7	OSO	人尸人	10126.091	0096.121					
伭	9 人亻	2023.2	OYVI	人卜女戈	10138.040	0096.130					dark
伮	9 人亻		OVE	人女水	10140.050	0096.140					
伯	9 人亻	2620.0	OHA	人竹日	10136.020	0096.160	1993	father's older brother	2057	father's older brother	older brother, uncle: Phonosemantic compound. 亻 represents the meaning and 白 represents the sound.
估	9 人亻	2426.0	OJR	人十口	10129.150	0096.170	1995	estimate	2060	estimate	merchant, estimate: Phonosemantic compound. 亻 represents the meaning and 古 represents the sound.
伱	9 人亻		OOF	人人火	10136.050	0096.200					thou
伲	9 人亻	2721	OSP	人尸心	10140.020	0096.210					we (Shanghai dialect)
伳	9 人亻	2421.7	OPT	人心廿	10129.130	0096.220					
伴	9 人亻	2925.0	OFQ	人火手	10139.010	0096.230	908	partner	983	partner	companion: Phonosemantic compound. 亻 represents the meaning and 半 represents the sound.
伵	9 人亻		OWC	人田金	10134.030	0097.020					
伶	9 人亻	2823.7	OOII	人人戈戈	10137.020	0097.030	2374	actor	2441	actor	lonely: Phonosemantic compound. 亻 represents the meaning and 令 represents the sound.
伷	9 人亻		OLW	人中田	10133.040	0097.040					
伸	9 人亻	2520.6	OLWL	人中田中	10133.020	0097.060	851	extend	919	extend	extend: To extend your confidence 申 to another person 亻; 申 also provides the pronunciation
伹	9 人亻		OBM	人月一	10133.010	0097.070					dull
伺	9 人亻	2722.0	OSMR	人尸一口	10139.050	0097.080	2757	attend to	2818	attend to	serve: Phonosemantic compound. 亻 represents the meaning and 司 represents the sound.
伻	9 人亻	2124.9	OMFJ	人一火十	10131.060	0097.090					messenger
似	9 人亻	2820.0	OVIO	人女戈人	10127.020	0097.100	797	similar	862	similar	resemble: Phonosemantic compound. 亻 represents the meaning and 以 represents the sound.
伽	9 人亻	2620.0	OKSR	人大尸口	10140.070	0097.120					transcription of sanskrit 'gha' in buddhist texts ('samgha'): Phonosemantic compound. 亻 represents the meaning and 加 represents the sound.
伾	9 人亻	2121.9	OMFM	人一火一	10131.010	0097.130					mighty: A great 丕 man 亻; 丕 also provides the pronunciation
伿	9 人亻	2628.0	ORC	人口金	10133.050	0097.140					
佀	9 人亻		ORLR	人口中口	10134.010	0097.150					resemble: Variant of 似.
佁	9 人亻	2326.0	OIR	人戈口	10141.040	0097.160					
佂	9 人亻		OMYM	人一卜一	10129.110	0097.170					
佃	9 人亻	2620.0	OW	人田	10133.030	0097.180					tenant farmer: A person 亻 on the farm 田; 田 also provides the pronunciation
佄	9 人亻		OTM	人廿一	10129.140	0097.190					
佅	9 人亻		OJD	人十木	10129.070	0097.200					
但	9 人亻	2621.0	OAM	人日一	10132.040	0097.210	747	however	805	however	only: Phonosemantic compound. 亻 represents the meaning and 旦 represents the sound. Based on the original meaning "bare-chested". The current meaning is a phonetic loan.
佇	9 人亻	2322.1	OJMN	人十一弓	10139.020	0097.220					look towards: A calm 宁 person 亻
佈	9 人亻	2422.7	OKLB	人大中月	10131.030	0098.010	2014	announce			announce, spread: Phonosemantic compound. 亻represents the meaning and 布 represents the sound.
佉	9 人亻	2423.1	OGI	人土戈	10129.120	0098.030					surname
佊	9 人亻		ODHE	人木竹水	10141.010	0098.040					
佋	9 人亻		OSHR	人尸竹口	10140.060	0098.050					
佌	9 人亻	2121.0	OYMP	人卜一心	10147.060	0098.060					small
位	9 人亻	2021.8	OYT	人卜廿	10138.030	0098.070	749	position	807	position	position: Depicts a person (亻) standing (立) in a specific position.
低	9 人亻	2224.0	OHPM	人竹心一	10137.040	0098.080	1332	low	1375	low	low: Phonosemantic compound. 亻 represents the meaning and 氐 represents the sound.
住	9 人亻	2021.4	OYG	人卜土	10137.090	0098.090	748	dwell	806	dwell	reside: Phonosemantic compound. 亻 represents the meaning and 主 represents the sound.
佐	9 人亻	2421.1	OKM	人大一	10130.060	0098.100	2000	assistant	2064	assistant	assist: Phonosemantic compound. 亻 represents the meaning and 左 represents the sound.
佑	9 人亻	2426.0	OKR	人大口	10131.020	0098.110	1999	bless	2063	bless	help: Phonosemantic compound. 亻 represents the meaning and 右 represents the sound.
佒	9 人亻	2523.0	OLBK	人中月大	10133.060	0098.120					
体	9 人亻	2523.0	ODM	人木一	10130.010	0098.130			813	body	body: Simplified form of 體. The foundation (本) of a person (亻) is their body (体).
佔	9 人亻	2126.0	OYR	人卜口	10131.090	0098.140	739	occupy			occupy by force: Phonosemantic compound. 亻 represents the meaning and 占 represents the sound.
何	9 人亻	2122.0	OMNR	人一弓口	10130.040	0098.150	774	whatwhichwhowherewhy?	835	whatwhichwhowherewhy?	what: Depiction of a man carrying an axe on over his shoulders. The right side of the form was later phoneticized into 可. The current meaning "what" is a phonetic loan.
佖	9 人亻	2329.0	OPH	人心竹	10139.040	0098.160					
佗	9 人亻	2321.1	OJP	人十心	10139.030	0098.170					other: Another 它 person 亻; see 他 and 她 for modern variants
佘	9 人亻	8090.1	OMMF	人一一火	10128.030	0099.010					surname
余	9 人亻	8090.4	OMD	人一木	10128.040	0099.020	1232	moi	1285	excess	I: Pictograph of a small shelter. Based on the original meaning "residence", now written as 舍. The current meaning is a phonetic loan.
